perf_trend,int8_b1,int8_b16,int8_b32,fp16_b1,fp16_b16,fp16_b32,fp32_b1,fp32_b16,fp32_b32
22WW51.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23WW01.4,1.0022913126566066,1.033875024457154,1.0046530005309142,1.0120416605557623,1.0000815730249237,1.0069803635317456,1.0058086828906765,1.0053290815831089,1.0192070518047456
23WW03.4,1.0096265909923168,1.0238332144210553,1.0317719856247745,1.0082175529797421,0.9999965241916364,1.0168846351821497,1.0081969763331748,1.0041609755686163,1.0385720146802473
