ww,int8_b1,int8_b32,fp16_b1,fp16_b32,fp32_b1,fp32_b32
22WW51.1,1.252046249435636,1.4000796568435916,1.4761920077291983,2.084634499639146,0.9941559720206756,1.039777979895094
23WW01.4,1.2549150788536236,1.406246786824339,1.4939678108014038,2.0989896403660624,0.999930708806015,1.0597490494203698
