model name,static,dynamic,dynamic_0,dynamic_1,dynamic_2,dynamic_3,dynamic_4,dynamic_5,dynamic_6,dynamic_7,dynamic_8,dynamic_9
bert_small,26.616616,26.497617,25.689642,25.562646,26.702352,27.811788,28.177490,29.857726,30.455891,31.219429,31.725961,32.150274
bert_base,10.696912,18.150308,17.440542,17.487593,19.119338,20.132786,21.551451,21.960054,22.507133,23.364156,23.706925,23.827660
bert_large,3.413010,6.005025,6.102486,6.074360,6.961006,7.379774,7.567951,7.738924,7.819120,7.903815,7.985402,7.966632
